Archivo: S1.csv, n Número de filas: 552, n Número de columnas: 41
Archivo: S2.csv, n Número de filas: 251, n Número de columnas: 10
Archivo: S3.csv, n Número de filas: 337, n Número de columnas: 2
Archivo: S4.csv, n Número de filas: 142, n Número de columnas: 2
Archivo: S1.csv, Número de filas: 552, Número de columnas: 41
Archivo: S2.csv, Número de filas: 251, Número de columnas: 10
Archivo: S3.csv, Número de filas: 337, Número de columnas: 2
Archivo: S4.csv, Número de filas: 142, Número de columnas: 2
